x_easting_m,y_northing_m,z_elevation_m
566667.5859371816,4190603.9793520775,124.69168356997972
566667.4971063538,4190603.9468851965,124.6866125760649
566667.4082067993,4190603.9228832703,124.6815415821501
566667.3192556977,4190603.9052300616,124.67647058823529
566667.2303045979,4190603.8875768525,124.67139959432049
566667.1414565863,4190603.857226215,124.66632860040568
566667.0525742113,4190603.8311080523,124.66125760649088
566666.9636402916,4190603.811338609,124.65618661257606
566666.8746720088,4190603.7958016437,124.65111561866125
566666.7856350004,4190603.7887296355,124.64604462474645
566666.6967698049,4190603.760495239,124.64097363083164
566666.6078358837,4190603.7407257995,124.63590263691684
566666.5189019621,4190603.7209563605,124.63083164300203
566666.4299852212,4190603.6990706837,124.62576064908723
566666.3410512988,4190603.6793012465,124.62068965517241
566666.2521689194,4190603.653183094,124.6156186612576
566666.1632349961,4190603.6334136603,124.6105476673428
566666.0742838911,4190603.6157604647,124.60547667342799
566665.9853671482,4190603.5938747926,124.60040567951319
566665.8963473159,4190603.584686555,124.59533468559837
566665.8075336585,4190603.5501034525,124.59026369168357
566665.7185481898,4190603.5366827385,124.58519269776876
566665.6295970831,4190603.5190295475,124.58012170385396
566665.5406287949,4190603.5034925975,124.57505070993915
566665.4516433254,4190603.4900718867,124.56997971602433
566665.3627093985,4190603.470302459,124.56490872210954
566665.2737411094,4190603.4547655135,124.55983772819472
566665.1848243626,4190603.4328798493,124.55476673427992
566665.0959247963,4190603.408877949,124.54969574036511
566665.0069565038,4190603.393341004,124.54462474645031
566664.918005394,4190603.375687821,124.5395537525355
566664.8290371032,4190603.3601508783,124.53448275862068
566664.740154716,4190603.334032743,124.52941176470588
566664.651134882,4190603.3248445177,124.52434077079107
566664.5621494093,4190603.311423818,124.51926977687627
566664.4731811171,4190603.295886879,124.51419878296146
566664.3842300053,4190603.278233702,124.50912778904666
566664.2952101703,4190603.26904548,124.50405679513185
566664.2062418773,4190603.253508544,124.49898580121703
566664.1173079428,4190603.2337391316,124.49391480730223
566664.0284083715,4190603.209737243,124.48884381338742
